"Freq","alreadyInGazet","ordemGazet","statusInGazet","alreadyInGazet..status","add","X","source","status","X.1","X.2","X.3","X.4","country","stateProvince","municipality","locality","X.5","loc","loc.correct","meanLatitude","meanLongitude"
50,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Jacareí","fragmento 25 (tav) contato floresta estacional semidecidual / floresta ombrofila densa area alagavel",,"brazil_sao paulo_jacarei_fragmento 25","",-23.21919076,-45.977572
50,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Mogi das Cruzes","cesar de souza estrada do afia faca proximo a empresa cafe soluvel",,"brazil_sao paulo_mogi cruzes_cesar souza estrada afia faca","",,
50,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Mogi das Cruzes","pedreira serra do itapeti",,"brazil_sao paulo_mogi cruzes_pedreira","",-23.49979538,-46.2346579
50,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","paranapiacaba","alto da serra ( 41 ) | alto da serra local brejoso ( 2 ) | alto da serra beira da mata ( 1 ) | alto da serra dentro da mata ( 1 ) | alto da serra na encosta do barranco ( 1 ) | alto da serra na mata sobre barranco ( 1 )",,"brazil_sao paulo_paranapiacaba_alto serra","",,
50,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","","parque estadual do aguapei",,"brazil_sao paulo_parque estadual aguapei","",,
50,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","","parque estadual do aguapei",,"brazil_sao paulo_parque estadual aguapei_parque estadual aguapei","",,
50,FALSE,,,,,,"gbif_jabot_splink",,,,,,"Brazil","São Paulo","Cunha ( 27 ) | São Paulo ( 14 )","reserva estadual de cunha a beira da cachoeira rio paraibuna ( 6 ) | reserva estadual de cunha a margem da estrada entre barracao e a escola ( 6 ) | reserva estadual de cunha a margem da estrada ( 3 ) | reserva estadual de cunha beira da estrada ( 2 ) | reserva estadual de cunha fazenda rio bonito a margem da estrada ( 2 ) | reserva estadual de cunha instituto florestal secretaria da agricultura estacao fitoecologica folha cartografica sf23-y-d ( 2 )",,"brazil_sao paulo_reserva estadual cunha","",-23.07,-44.959999
50,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Salesópolis","parque estadual da serra do mar estrada intermediaria km 45 ( 41 ) | parque estadual da serra do mar estrada intermediaria ( 3 ) | parque estadual da serra do mar estrada intermediaria km 45 area perturbada ( 2 ) | parque estadual da serra do mar estrada intermediaria km45 floresta ombrofila densa com perturbacao ( 2 ) | parque estadual da serra do mar estrada intermediaria km 45 floresta ombrofila densa com perturbacao ( 1 ) | parque estadual da serra do mar- estrada intermediaria km 45 ( 1 )",,"brazil_sao paulo_salesopolis_parque estadual serra mar estrada intermediaria","",-23.637972,-45.815722
50,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Carlos","parque ecologico de sao carlos",,"brazil_sao paulo_sao carlos_parque ecologico sao carlos","",-22.01,-47.889999
50,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Paulo","parque burle marx ( 43 ) | parque burle marx area institucional ( 4 ) | sao paulo - sp parque burle marx - borda do lago ( 2 ) | parque burle marx ao lado do anda-acu ( 1 )",,"brazil_sao paulo_sao paulo_parque burle marx","",-23.6359183311111,-46.7221638444444
50,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Paulo","pejaragua",,"brazil_sao paulo_sao paulo_parque estadualjaragua","",-23.46417246,-46.7492877
50,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Sebastião","ilha bela estrada para o lado oriental da ilha ca 2km e de ilha bela ( 9 ) | ilha bela estrada para o lado oriental da ilha ca 2 km e de ilha bela ( 8 ) | ilha bela estrada para o lado oriental da ilha ca 2 km e da ilha bela ( 7 ) | ilha bela estrada para o lado oriental da ilha ca 2km a e de ilha bela ( 5 ) | ilha bela estrada para o lado oriental da ilha ca 2km florestas atlanticas com algumas areas degradadas ( 2 ) | ilha bela estrada para o lado oriental da ilha ca de 2 km e de ilha bela ( 2 )",,"brazil_sao paulo_sao sebastiao_estrada para o lado oriental ilha","",-23.7627984,-45.4099564666667
50,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","carlos botelho state park riberao branco km 55 ca 23 km s of park headquarters transect 2",,"brazil_sao paulo_transect 2_carlos botelho state park, circa 23 km s of park headquarters","",,
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Paraguaçu Paulista","19 km de paraguacu paulista em direcao a assis estrada para a fazenda sao francisco ( 17 ) | 19 km de paraguacu paulista em direcao a assis estrada para a fazenda sao francisco cerrado ( 11 ) | 19 km de paraguacu paulista em direcao a assis estrada para a fazenda sao francisco 22*34'574""s 50*29'464""w 520 msm cerrado ( 9 ) | 19 km de paraguacu paulista em direcao a assis estrada para a fazenda sao francisco 22*34'574's 50*29'464'w 520 msm cerrado ( 5 ) | 19 km de paraguacu paulista em direcao a assis estrada para a fazenda sao francisco 22*34'57 4""s 50*29'46 4""w 520 msm cerrado ( 3 ) | 19 km de paraguacu paulista em direcao a assis estarada para a fazenda sao francisco ( 1 )",,"brazil_sao paulo_19 km paraguacu paulista em direcao a assis","",-22.5655110952381,-50.5027147142857
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Águas da Prata","complexo da serra da mantiueira distrito sao roque da fartura serra dos pocos rodovia sp 342 cerca 4 km da divisa com minas gerais ( 24 ) | complexo da serra da mantiqueira serra dos pocos rodovia sp 342 proximidade da cidade ( 6 ) | complexo da serra da mantiqueira serra dos pocos rodovia sp-342 proximidades da cidade ( 4 ) | rod sp-342 serra dos pocos ( 4 ) | complexo da serra mantiqueira serra dos pocos rodovia sp-342 proximidades da cidade ( 3 ) | mun aguas da prata complexo da serra da mantiqueira serra dos pocos rodovia sp-342 proximidades da cidade ( 2 )",,"brazil_sao paulo_aguas prata_rodovia sp 342","",-21.93,-46.71
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Cruzeiro","alto do pico itaguare limite entre os estados de sao paulo e minas gerais ( 32 ) | alto do pico itaguare limite entre os estados de sao paulo e minas gerais campo rupestre ( 6 ) | alto do pico do itaguare limite entre os estados de sao paulo e minas gerais ( 2 ) | alto do pico itaguare ( 2 ) | alto do pico itaguare campo rupestre limite entre os estados de sao paulo e minas gerais ( 1 ) | alto do pico itaguare limite entre os estados de minas gerais e sao paulo ( 1 )",,"brazil_sao paulo_cruzeiro_alto pico itaguare","",-22.5714592636364,-44.9605073363636
49,FALSE,,,,,,"gbif_reflora",,,,,,"Brazil","São Paulo","Cunha","estrada cunha a parati ( 45 ) | estrada de cunha a parati ( 2 ) | estrada cunha a parati beira de riacho ( 1 ) | estrada cunha a parati coordenada calculada ( 1 )",,"brazil_sao paulo_cunha_estrada cunha a parati","",-23.1525968275862,-44.8564811724138
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Cunha","morro da marlene ( 39 ) | estacao experimental da serra do mar - nucleo cunha - morro da marlene - trilha em direcao ao campo de altitude ( 5 ) | estacao experimental da serra do mar nucleo cunha - morro da marlene trilha em direcao ao campo de altitude ( 1 ) | estacao experimental da serra do mar nucleo cunha - morro da marlene; trilha em direcao ao campo; floresta ombrofila densa floresta secundaria ( 1 ) | morro da marlene floresta ombrofila densa montana com disturbios antropicos ( 1 ) | morro da marlene floresta ombrofila densa montana floresta com disturbios antropicos ( 1 )",,"brazil_sao paulo_cunha_morro marlene","",-23.212222,-45.033611
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","estacao sagrado do caracao linha sorocabana ( 47 ) | estacao sagrado do caracao linha soracabana ( 2 )",,"brazil_sao paulo_estacao sagrado caracao","",,
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","estacao sagrado do caracao linha sorocabana ( 47 ) | estacao sagrado do caracao linha soracabana ( 2 )",,"brazil_sao paulo_estacao sagrado caracao_estacao sagrado caracao","",,
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Eldorado ( 34 ) | Juquiá ( 15 )","estrada vicinal nao pavimentada lado direito da rodovia sp 165 (trecho sete barras - eldorado nao pavimentado) 3 km alem do distrito de quatro vergueiro (9 km da bifurcacao) ( 4 ) | estrada vicinal nao pavimentada lado direito da rodovia sp 165 (trecho sete barras - eldorado nao pavimentado) 3km alem do distrito de quatro vergueiro (9km da bifurcacao) ( 4 ) | estrada vicinal nao pavimentada lado direito da rodovia sp 165 (trecho sete barras - eldorado nao pavimentado) 3km alem do distrito de quatro vergueiro (9km da bifurcacao) mata pluvial atlantica ( 2 ) | estrada vicinal nao pavimentada lado direito da rodovia sp-165 (trecho sete barras - eldorado nao pavimentado) 3km alem do distrito de quatro vergueiro (9km da bifurcacao) ( 2 ) | estrada vicinal nao pavimentada lado direito do km 15 da rodovia sp 165 (juquia - sete barras) 37 km do entroncamento em direcao a fazenda santa fe sitio totoca ( 2 ) | estrada vicinal nao pavimentada km 15 da rod sp 165 37 km do entrocamento em direcao a fazenda santa fe sitio tocado ( 1 )",,"brazil_sao paulo_estrada vicinal nao pavimentada","",-24.5858331666667,-48.2969051666667
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","herbaceo estacao experimental de boracea s p ( 6 ) | herbaceo estacao joaquim egidio campinas joaquim egidio sp ( 3 ) | herbaceo jardim guanabara campinas campinas s p ( 3 ) | herbaceo est exp ubatuba ubatuba ( 2 ) | herbaceo estacao experimental boracea ( 2 ) | herbaceo jardim chapadao campinas sp ( 2 )",,"brazil_sao paulo_herbaceo_herbaceo","",,
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Igarapava","estrada alto pora igarapava bagaco ( 13 ) | estrada alto pora bagaco ( 9 ) | estrada alto pora ( 8 ) | estrada alto pora bagaco cerradao-mata seca ( 4 ) | estrada alto pora mais ou menos 5 km depois de auto pora ( 2 ) | estrada alto pora mais ou menos 5km depois de alto pora ( 2 )",,"brazil_sao paulo_igarapava_estrada alto pora","",-20.03705548,-47.74670384
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Botucatu","margem da rodovia municipal (estrada do roberto) que liga victoriana ao rio bonito campo e nautica a mais ou menos 5km de victoriana fazenda gold farm ( 6 ) | margem da rodovia municipal (estrada do roberto) que liga vitoriana ao rio bonito campo e nautica q mais ou menod 5km de vitoriana fazenda gold farm ( 5 ) | margem da rodovia municipal (estrada do roberto) ( 4 ) | margem da rodovia municipal (estrada do roberto) que liga vitoriana ao rio bonito campo e nautica a mais ou menos 5km de vitoriana faz gold farm ( 3 ) | margem da rodovia municipal (estrada do roberto) que liga vitoriana ao rio bonito campo e nautica ca 5km de vitoriana fazenda gold farm ( 3 ) | margem da rodovia municipal estrada do roberto que liga vitoriana ao rio bonito campo e nautica a ca 5km de vitoriana fazenda gold farm ( 3 )",,"brazil_sao paulo_margem rodovia municipal","",-22.8,-48.2912938048781
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Mogi das Cruzes","biritiba mirim bacia do rio biritiba mirim estrada sertaozinho-shibata margens do rio biritiba mirim ( 16 ) | bacia do rio biritiba mirim estrada sertaozinho-shibata afluente do rio biritiba mirim ( 7 ) | bacia do rio biritiba mirim estrada sertaozinho-shibata margens do rio biritiba mirim ( 6 ) | bacia do rio biritiba mirim estrada sertaozinho-shibata margens do rio biritiba mirim lencol freatico aflorante ( 4 ) | bacia do rio biritiba mirim estrada sertaozinho-shibata ( 3 ) | bacia do rio biritiba mirim estrada sertaozinho-shibataproximo a chacara do carcara ( 2 )",,"brazil_sao paulo_mogi cruzes_estrada sertaozinho shibata","",-23.5228,-46.188301
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Mogi das Cruzes","sitio primavera na mata na beira da trilha com destino ao sitio vizinho ( 3 ) | sitio primavera/sp/mogi das cruzes ( 3 ) | sitio primavera estufa no sitio de propriedade do mauro peixoto planta em cultivo ( 2 ) | sitio primavera estufa no sitio de propriedade do mauro peixoto planta em cultivo sob o numero 11198 ( 2 ) | sitio primavera estufa no sitio de propriedade do mauro peixoto planta em cultivo sob o numero 1239 originaria de iporanga sao paulo brasil ( 2 ) | sitio primavera remanescente florestal localizado no sitio de propriedade de mauro peixoto ( 2 )",,"brazil_sao paulo_mogi cruzes_sitio primavera","",-23.5228,-46.188301
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Guarulhos ( 9 )","parque estadual da cantareira ( 9 ) | parque estadual da cantareira nucleo cabucu estrada ao lado da represa ( 9 ) | parque estadual da cantareira sao paulo - sp brasil ( 8 ) | parque estadual da cantareira nucleo pedra grande ( 4 ) | p e da cantareira chapada ( 2 ) | parque estadual da cantareira - tres cruzes sao paulo - sp brazilie ( 2 )",,"brazil_sao paulo_parque estadual cantareira","",,
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","parque estadual da serra do mar nucleo picinguaba trilha da casa da farinha ca 24 km distante da cassa (autorizacao de coleta proc sma n 260108-000196/0 de 2008) ( 12 ) | parque estadual da serra do mar nucleo de picinguaba trilha do picadao da barra ( 5 ) | parque estadual da serra do mar nucleo picinguaba (autorizacao de coleta proc sma n 260108-000196/0 de 2008) ( 4 ) | parque estadual da serra do mar nucleo picinguaba trilha do jatoba ( 4 ) | parque estadual da serra do mar nucleo de picinguaba sertao do ubatumirim ( 3 ) | parque estadual da serra do mar nucleo picinguaba ubatuba ( 3 )",,"brazil_sao paulo_parque estadual serra mar nucleo picinguaba","",,
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","parque estadual da serra do mar nucleo picinguaba trilha da casa da farinha ca 24 km distante da cassa (autorizacao de coleta proc sma n 260108-000196/0 de 2008) ( 12 ) | parque estadual da serra do mar nucleo de picinguaba trilha do picadao da barra ( 5 ) | parque estadual da serra do mar nucleo picinguaba (autorizacao de coleta proc sma n 260108-000196/0 de 2008) ( 4 ) | parque estadual da serra do mar nucleo picinguaba trilha do jatoba ( 4 ) | parque estadual da serra do mar nucleo de picinguaba sertao do ubatumirim ( 3 ) | parque estadual da serra do mar nucleo picinguaba ubatuba ( 3 )",,"brazil_sao paulo_parque estadual serra mar nucleo picinguaba_parque estadual serra mar nucleo picinguaba","",,
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Pedregulho","propriedade do sr euclides brentini vizinha ao parque estadual das furnas do bom jesus quintal da casa ( 10 ) | sede da propriedade do sr antonio zuza de oliveira e silvania aparecida polo de oliveira vizinha ao parque estadual das furnas do bom jesus alto das furnas proximo a cachoeira grande quintal da casa ( 10 ) | propriedade do sr euclides brentini vizinha ao parque estadual das furnas do bom jesus ( 6 ) | propriedade do sr euclides brentini vizinha ao parque estadual das furnas do bom jesus quintal de casa ( 6 ) | sede da propriedade do sr euclides brentini vizinha ao parque estadual das furnas do bom jesus fendas no concreto da casa ( 4 ) | sede da propriedade do sr antonio zuza de oliveira e silvania aparecida polo de oliveira vizinha ao parque estadual das furnas do bom jesus alto das furnas proximo a cachoeira grande quintal de casa ( 2 )",,"brazil_sao paulo_pedregulho_vizinha ao parque estadual furnas bom jesus","",-20.2367200204082,-47.4602993265306
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Pindorama","estacao do iac ( 38 ) | estacao do iac cultivada ( 2 ) | estacao do iac s21°13'25"""" w48°55'28"""" ( 2 ) | estacao iac ( 2 ) | estacao do iac estacao do iac ( 1 ) | estacao do iac mata 03 ( 1 )",,"brazil_sao paulo_pindorama_estacao iac","",-21.223611,-48.9242338108108
49,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Pratânia","fazenda palmeiras da serra",,"brazil_sao paulo_pratania_fazenda palmeiras serra","",-22.8199514857143,-48.7206192040816
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Carlos","cerrado da ufscar ( 18 ) | cerrado da ufscar nas proximidades do lago mayaca ( 12 ) | cerrado da ufscar nas proximidades do lago mayaca brejo ( 3 ) | cerrado da ufscar proximidades do lago mayaca ( 3 ) | cerrado da ufscar cerrado da ufscar nas proximidades do lago mayaca ( 2 ) | cerrado da ufscar proximo ao lago mayaca ( 2 )",,"brazil_sao paulo_sao carlos_cerrado ufscar","",-22.014704,-47.889841375
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","morro corcovado ( 38 ) | morro do corcovado ( 6 ) | morro corcovado (mun ubatuba) ( 4 ) | morro do corcovado (mun ubatuba) ( 1 )",,"brazil_sao paulo_ubatuba_morro corcovado","",-23.4411903428571,-45.1195551714286
49,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","parque estadual da serra do mar fazenda capricornio ( 27 ) | parque estadual da serra do mar fazenda capricornio trilha da picada da divisa ( 3 ) | parque estadual da serra do mar fazenda capricornio - parcela j ( 2 ) | parque estadual da serra do mar fazenda capricornio parcela g ( 2 ) | parque estadual da serra do mar fazenda capricornio parcela i ( 2 ) | parque estadual da serra do mar fazenda capricornio parcela j ( 2 )",,"brazil_sao paulo_ubatuba_parque estadual serra mar fazenda capricornio","",-23.3965418064516,-45.0679166774194
48,FALSE,,,,,,"reflora",,,,,,"Brazil","","mara","km 1 da estrada para mara  entrada da estrada mara -porto de campinhos ( 5 ) | estrada ubaitaba-mara  km 51 ( 3 ) | km 51 da estrada ubaitaba-mara ( 3 ) | coastal zone near mara  low forest and open sedge meadow on sand ( 2 ) | estrada para o porto de campinhos 17km da entrada de mara em dire o campinhos ( 2 ) | estrada para o porto de campinhos 17km da entrada para mara em dire o campinhos ( 2 )",,"brazil_NA_mara","",,
