Código CNUC,Nome,Ato Legal de Criação,Link para o Ato Legal de Criação,Outros atos legais,Link para outros atos legais,Plano de Manejo,Link para Plano de Manejo,Documento de Conselho,Link para Documento de Conselho,Outros Instrumentos de Gestão,Link para outros instrumentos de gestão,Endereço para Correspondência,Telefones,E-mails,UFs abrangidas,Municípios abrangidos,Geocódigo das UFs abrangidas,Geocódigo dos municípios abrangidos,Área da UC conforme ato legal de criação (ha),Área total da UC confome ato legal mais recente (ha),Mapa da UC,Site da UC,Página da UC no CNUC,API UC,Logotipo da UC,Redes Sociais,Número de Visitantes por ano,Programa Projeto Gestão Integrada e Reconhecimento Internacional,Situação
0000.35.4019,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BESOURO DE FOGO,Resolução 40 de 11/06/2019,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Minas Gerais, 408, Higienópolis, São Paulo, SP - 1244010",(11) 9376-6945,ale.jeszensky@gmail.com,SÃO PAULO,SÃO JOSÉ DO BARREIRO (SP),35,3549607,"36,21","36,21",https://cnuc.mma.gov.br/map/4019,Site: https://www.guaruja.sp.gov.br/meio-ambiente/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4019,http://cnuc-backend.mma.gov.br/api/v1/uc/4019,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
4530.35.4048,PARQUE NATURAL MUNICIPAL OLESIO DOS SANTOS,Lei complementar 008/2005 de 27/04/2005,https://www.camarasaltodepirapora.sp.gov.br/temp/23032020100745arquivo_008_2012.pdf,Alteração de nome: Lei complementar 008/2012 de 31/10/2012,Alteração de nome: https://www.camarasaltodepirapora.sp.gov.br/temp/22072020161654arquivo_008_2012.pdf,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida Lydia David Haddad, Campo Largo, Salto de Pirapora, SP - 18160000",(15) 3491-9595,meioambiente@saltodepirapora.sp.gov.br,SÃO PAULO,SALTO DE PIRAPORA (SP),35,3545308,"6,80","6,80",https://cnuc.mma.gov.br/map/4048,Site: https://www.guaruja.sp.gov.br/meio-ambiente/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4048,http://cnuc-backend.mma.gov.br/api/v1/uc/4048,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0320.35.4067,PARQUE NATURAL MUNICIPAL DO BASALTO,Decreto 12289 de 03/06/2020,http://www.araraquara.sp.gov.br/governo/atos-oficiais/atos-em-pdf/2020/junho/atos-oficiais-05_06_2020.pdf/view,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Av. Bento de Abreu, 1172 , jardim Primavera,, Araraquara, SP - 14802396",(16) 3339-5000,joaofaunasilvestre@gmail.com - verdeazulararaquara@gmail.com,SÃO PAULO,ARARAQUARA (SP),35,3503208,"6,47","6,47",https://cnuc.mma.gov.br/map/4067,Site: https://www.guaruja.sp.gov.br/meio-ambiente/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4067,http://cnuc-backend.mma.gov.br/api/v1/uc/4067,Sem informação.,Sem informação.,Sem informação.,Programa PLANO DE MANEJO,Ativo
0000.35.4073,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS,Resolução 49 de 08/06/2010,https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2010%2fexecutivo%2520secao%2520i%2fjunho%2f09%2fpag_0046_39STO4I25UNP7e15RB96C0PJ8QB.pdf&pagina=46&data=09/06/2010&caderno=,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Estrada Municipal Amp, 371, Bairro da Varginha, Amparo, SP - 13908009",(19) 4042-1251,escolas@sitioduascachoeiras.org.br - rppn@sitioduascachoeiras.org.br,SÃO PAULO,AMPARO (SP),35,3501905,"6,30","6,30",https://cnuc.mma.gov.br/map/4073,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4073,http://cnuc-backend.mma.gov.br/api/v1/uc/4073,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4131,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUARETÊ,Resolução 15 de 28/02/2020,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2020%2fexecutivo%2520secao%2520i%2fmarco%2f04%2fpag_0035_eb640d054f40e9697b7727e22ef30ca2.pdf&pagina=35&data=04/03/2020&cade,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida Rio Branco, 181 - Sala 701, Centro, Rio de Janeiro, RJ - 20040007",(21) 3529-0001,acorb@cceb.com.br,SÃO PAULO,BANANAL (SP),35,3504909,"6,03","6,03",https://cnuc.mma.gov.br/map/4131,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4131,http://cnuc-backend.mma.gov.br/api/v1/uc/4131,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4216,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DA LUISA,Resolução 13 de 28/02/2020,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2020%2fexecutivo%2520secao%2520i%2fmarco%2f04%2fpag_0035_eb640d054f40e9697b7727e22ef30ca2.pdf&pagina=35&data=04/03/2020&cade,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida Rio Branco, 181 - Sala 701, Centro, Rio de Janeiro, RJ - 20040007",Sem informação.,marianaroquette1@gmail.com,SÃO PAULO,BANANAL (SP),35,3504909,"17,65","17,65",https://cnuc.mma.gov.br/map/4216,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4216,http://cnuc-backend.mma.gov.br/api/v1/uc/4216,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4217,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO D'ÁGUA,Resolução 14 de 28/02/2020,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2020%2fexecutivo%2520secao%2520i%2fmarco%2f04%2fpag_0035_eb640d054f40e9697b7727e22ef30ca2.pdf&pagina=35&data=04/03/2020&cade,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida Rio Branco, 181 - Sala 701, Centro, Rio de Janeiro, RJ - 20040007",(21) 3529-0001,marianaroquette1@gmail.com,SÃO PAULO,BANANAL (SP),35,3504909,"19,90","19,90",https://cnuc.mma.gov.br/map/4217,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4217,http://cnuc-backend.mma.gov.br/api/v1/uc/4217,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
2740.35.4225,PARQUE NATURAL MUNICIPAL SALTO BOTELHO,Lei ordinária 4.901 de 03/08/2020,https://www.camaralucelia.sp.gov.br/?pag=T0dRPU9EZz1PR009T1RnPQ==&id=4970&idtipolei=1,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Decreto 9.042 de 09/02/2021,Sem informação.,Sem informação.,Sem informação.,"Rua Ricieri Pernomian, Centro, Lucélia, SP - 17780000",(18) 3551-2637 - (18) 9761-0627,marianaribeiro.f06@gmail.com - meioambiente@lucelia.sp.gov.br,SÃO PAULO,LUCÉLIA (SP),35,3527405,"7,31","7,31",https://cnuc.mma.gov.br/map/4225,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4225,http://cnuc-backend.mma.gov.br/api/v1/uc/4225,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4233,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE DO ZIZO,Resolução 46 de 05/06/2013,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2013%2fexecutivo%2520secao%2520i%2fjunho%2f07%2fpag_0036_76BI0D1D8CU6ReD969J043Q6N0N.pdf&pagina=36&data=07/06/2013&caderno=E,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Armando Sales de Oliveira, 404, Centro, São Miguel Arcanjo, SP - 18230000",(15) 9961-4799,marcelobalboni@live.com,SÃO PAULO,TAPIRAÍ (SP),35,3553500,"9,21","9,21",https://cnuc.mma.gov.br/map/4233,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4233,http://cnuc-backend.mma.gov.br/api/v1/uc/4233,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
1870.35.4298,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SANTO AMARO,Decreto 14365 de 29/06/2021,https://d18xl8ggo6ud4h.cloudfront.net/wp-content/uploads/2021/06/30-t6uIG5d06-2021.pdf,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Av. Santos Dumont, 800 - Vila Santo Antônio, Guarujá - SP,, Vila Santo Antonio , Guarujá, SP - 1146000",(13) 330-8788,semam.apa@hotmail.com - semam@guaruja.sp.gov.br,SÃO PAULO,GUARUJÁ (SP),35,3518701,"5.413,50","5.413,50",https://cnuc.mma.gov.br/map/4298,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4298,http://cnuc-backend.mma.gov.br/api/v1/uc/4298,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4323,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MATA NATIVA,Resolução 116 de 22/10/2021,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2021%2fexecutivo+secao+i%2foutubro%2f23%2fpag_0073_1e6bff22fc5a67a836311040e1419cb2.pdf&pagina=73&data=23/10/2021&caderno=Ex,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida Professor João Fiusa, 1901, Jardim Botânico, Ribeirão Preto, SP - 14024250",(16) 3624-6162,joseaugusto@sousa.adv.br,SÃO PAULO,IGUAPE (SP),35,3520301,"291,86","291,86",https://cnuc.mma.gov.br/map/4323,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4323,http://cnuc-backend.mma.gov.br/api/v1/uc/4323,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4324,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JACARANDÁS,Resolução 134 de 09/12/2021,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2021%2fexecutivo+secao+i%2fdezembro%2f10%2fpag_0078_202ff8ecbb24b5752a6bd6007ae39280.pdf&pagina=78&data=10/12/2021&caderno=E,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida Chibarás, 415, Moema, São Paulo, SP - 4076001",(11) 9728-9010,marcelohh@hotmail.com,SÃO PAULO,NAZARÉ PAULISTA (SP),35,3532405,"9,78","9,78",https://cnuc.mma.gov.br/map/4324,Site: http://sitioduascachoeiras.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4324,http://cnuc-backend.mma.gov.br/api/v1/uc/4324,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
3870.35.4325,PARQUE NATURAL MUNICIPAL DO DISTRITO DE SANTA TEREZINHA,Decreto 10845 de 11/08/2004,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"RUA CAPITÃO ANTÔNIO CORREA BARBOSA 2233, CHÁCARA NAZARETH, Piracicaba, SP - 13400900",(19) 3403-1250,sedema@piracicaba.sp.gov.br,SÃO PAULO,PIRACICABA (SP),35,3538709,"397.139,83","397.139,83",https://cnuc.mma.gov.br/map/4325,Site: https://sedema.wixsite.com/sedema/unidadesdeconservacao,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4325,http://cnuc-backend.mma.gov.br/api/v1/uc/4325,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4336,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARAÍSO,Resolução 12 de 10/02/2021,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2021%2fexecutivo+secao+i%2ffevereiro%2f11%2fpag_0040_7b5967d9484c4f06966e90449d4407ad.pdf&pagina=40&data=11/02/2021&caderno=,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Sansão Alves dos Santos, 102, Brooklin Novo, São Paulo, SP - 4571090",(11) 2787-6218,contratos@menezesadv.com.br,SÃO PAULO,SANTO ANTÔNIO DO JARDIM (SP) - SÃO JOÃO DA BOA VISTA (SP),35,3548104 - 3549102,"429,21","429,21",https://cnuc.mma.gov.br/map/4336,Site: https://sedema.wixsite.com/sedema/unidadesdeconservacao,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4336,http://cnuc-backend.mma.gov.br/api/v1/uc/4336,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4349,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO LOURENÇO,Resolução 04 de 10/02/2022,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2022%2fexecutivo+secao+i%2ffevereiro%2f11%2fpag_0051_5d426286046adc8277ba60c8f702782d.pdf&pagina=51&data=11/02/2022&caderno=,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Barão do Triunfo, 156, Brooklin, São Paulo, SP - 4602000",(11) 2619-2041,mlgrieco@live.com,SÃO PAULO,AVARÉ (SP),35,3504503,"44,43","44,43",https://cnuc.mma.gov.br/map/4349,Site: https://sedema.wixsite.com/sedema/unidadesdeconservacao,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4349,http://cnuc-backend.mma.gov.br/api/v1/uc/4349,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4363,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO ROQUE,Resolução 025 de 28/03/2022,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2022%2fexecutivo+secao+i%2fmarco%2f29%2fpag_0106_97348ed4b47dac67dc833c5b3b22b38b.pdf&pagina=106&data=29/03/2022&caderno=Exe,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Alameda dos Guaranis, Cidade Jardim, Pirassununga, SP - 13632563",(11) 8482-2100,pj-sanches@uol.com.br,SÃO PAULO,PIRASSUNUNGA (SP),35,3539301,"7,16","7,16",https://cnuc.mma.gov.br/map/4363,Site: https://sedema.wixsite.com/sedema/unidadesdeconservacao,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4363,http://cnuc-backend.mma.gov.br/api/v1/uc/4363,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4391,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO OLHO D'ÁGUA,Resolução 41 de 13/05/2022,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2022%2fexecutivo+secao+i%2fmaio%2f14%2fpag_0052_c4ef1497fd345ebd7e3d7e8e62a74b1e.pdf&pagina=52&data=14/05/2022&caderno=Execu,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Hiroshi Kawamoto, 218, Parque Real, Rondonópolis, MT - 78740335",(66) 9627-5822,marciabapt.adv@gmail.com,SÃO PAULO,BOTUCATU (SP),35,3507506,"10,63","10,63",https://cnuc.mma.gov.br/map/4391,Site: https://sedema.wixsite.com/sedema/unidadesdeconservacao,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4391,http://cnuc-backend.mma.gov.br/api/v1/uc/4391,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4400,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRILHAS DO CERRADO,Resolução 52 de 09/06/2022,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2022%2fexecutivo+secao+i%2fjunho%2f10%2fpag_0056_6cf3f656a42da0795a18fb6fc91e61de.pdf&pagina=56&data=10/06/2022&caderno=Exec,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rodovia SP 323, km 13 , Bairro Areias, Monte Alto, SP - 15910000",(16) 9112-6088,sitioeucaliptos@gmail.com,SÃO PAULO,MONTE ALTO (SP),35,3531308,"5,30","5,30",https://cnuc.mma.gov.br/map/4400,Site: https://sedema.wixsite.com/sedema/unidadesdeconservacao,http://cnuc-backend.mma.gov.br/api/v1/report/uc/4400,http://cnuc-backend.mma.gov.br/api/v1/uc/4400,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.00.0098,FLORESTA NACIONAL DE LORENA,Portaria nº 24.104 de 10/04/1934,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena/arquivos/portaria_criacao.pdf,Recategorização: Portaria nº 246 de 18/07/2001,Recategorização: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena/arquivos/portaria_criacao.pdf,Portaria nº 41 de 09/05/2016,ato legal: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena | documento do Plano de Manejo: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena/arquivos/dcom_icmbio_portaria_41_de_09_de_maio_2016_plano_de_manejo_flona_de_lorena.pdf,Portaria nº 64 de 30/08/2005,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena/arquivos/flona-lorena-port-064-de-30-08-2005.pdf,Não Possui,Sem informação.,"Av. Marjor Hermenegildo Antônio de Aquino, S/N, Parque das Rodovias, Lorena, SP - 12605-610",(12) 3153-1188 - (12) 3153-1590 - (12) 3153-2063 - (12) 3157-2449,flonalorena.sp@ibama.gov.br - ngi.mantiqueira@icmbio.gov.br,SÃO PAULO,LORENA (SP),35,3527207,"249,00","249,31",https://cnuc.mma.gov.br/map/10252,Floresta Nacional de Lorena: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena - Site: ,http://cnuc-backend.mma.gov.br/api/v1/report/uc/10252,http://cnuc-backend.mma.gov.br/api/v1/uc/10252,Sem informação.,Sem informação.,Sem informação.,Mosaico Mosaico Mantiqueira,Ativo
0000.35.3884,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DAS PEDRAS,Resolução RESOLUÇÃO SIMA Nº 03 de 31/01/2019,https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2019%2fexecutivo%2520secao%2520i%2ffevereiro%2f01%2fpag_0041_ec0081ee2e165e9b175a3587e7220d2d.pdf&pagina=41&data=01/02/2019&caderno=Executivo%20I&paginaordenacao=100041,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rua Padre Bento Pacheco, n° 2.062, Vila Aurora, Indaiatuba, SP - 13339-070",(19) 3875-8620,eliseucav@yahoo.com.br,SÃO PAULO,INDAIATUBA (SP),35,3520509,"1,90","1,90",https://cnuc.mma.gov.br/map/10518,Floresta Nacional de Lorena: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena - Site: ,http://cnuc-backend.mma.gov.br/api/v1/report/uc/10518,http://cnuc-backend.mma.gov.br/api/v1/uc/10518,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.3876,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DA BOCAINA,Resolução RESOLUÇÃO SIMA Nº 05 de 31/01/2019,https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2019%2fexecutivo%2520secao%2520i%2ffevereiro%2f01%2fpag_0044_e018429e70ba9d4d2c09979e274f1e9b.pdf&pagina=44&data=01/02/2019&caderno=Executivo%20I&paginaordenacao=100044,Sem informação.,Sem informação.,Portaria Portaria FF/DE 243/2023 de 17/08/2023,ato legal: https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2023%2fexecutivo%2520secao%2520i%2fagosto%2f21%2fpag_0066_4c3e9bbaaa3582f002cb83112c67d893.pdf&pagina=66&data=21/08/2023&caderno=Executivo%20I&paginaordenacao=100066 | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2023/09/PM-RPPN-SERRA-DA-BOCAINA.pdf,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rua Comendador Luiz Ferreira, n° 17, Centro, São José do Barreiro, SP - 12830-000",(12) 99739-2981,contato@encantodabocaina.com.br,SÃO PAULO,SÃO JOSÉ DO BARREIRO (SP),35,3549607,"19,88","19,88",https://cnuc.mma.gov.br/map/10520,Floresta Nacional de Lorena: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena - Site: ,http://cnuc-backend.mma.gov.br/api/v1/report/uc/10520,http://cnuc-backend.mma.gov.br/api/v1/uc/10520,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.4072,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SÃO JOAQUIM I,Resolução 21 de 13/03/2020,https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2020%2fexecutivo%2520secao%2520i%2fmarco%2f14%2fpag_0039_8b6f4ef4a827f27624be0bf60204a90d.pdf&pagina=39&data=14/03/2020&caderno=Executivo%20I&paginaordenacao=100039,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rua Professora Maria Inês de Azevedo, n 46, Centro, São Bento do Sapucaí, SP - 12490-000",(12) 99703-9512,restaurantepedradobau@hotmail.com,SÃO PAULO,SÃO BENTO DO SAPUCAÍ (SP),35,3548609,"12,64","12,64",https://cnuc.mma.gov.br/map/10522,Floresta Nacional de Lorena: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/flona-de-lorena - Site: ,http://cnuc-backend.mma.gov.br/api/v1/report/uc/10522,http://cnuc-backend.mma.gov.br/api/v1/uc/10522,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
